tab_id	word	niu	yunbu	she	hu	deng	tone	chong	fanqie	flag	expl	ipa	jp	bwipa	bwjp
2145	瀦	知	魚	遇	開	三	平	O	陟魚	1	水所停也	tʃy55	zyu1	tʃy53	zyu1
2146	櫫	知	魚	遇	開	三	平	O	陟魚	1	楬櫫有所表識	tʃy55	zyu1	tʃy53	zyu1
2147	藸	知	魚	遇	開	三	平	O	陟魚	2	藸蒘草又音除	tʃy55	zyu1	tʃy53	zyu1
2148	臚	來	魚	遇	開	三	平	O	力居	1	皮臚腹前曰臚又鴻臚寺漢書曰典客秦官武帝更名大鴻臚韋昭曰鴻大也臚陳序也欲以禮大陳序賓客也力居切十七	ly21	lyu4	ly21	lyu4
2149	閭	來	魚	遇	開	三	平	O	力居	1	侶也居也又閭閻周禮曰五家爲比使之相保五比爲閭使之相受也又姓出衛國頓丘二望又漢複姓四氏凡閭氏出自晉唐叔賈執英賢傳云今東莞有之林間氏出自嬴姓文字志云後漢有蜀郡林閭翁孺博學善書藝文志云古有將閭子名菟好學著書	ly21	lyu4	ly21	lyu4
2150	䰕	來	魚	遇	開	三	平	O	力居	2	毛也說文鬣也	ly21	lyu4	ly21	lyu4
2151	廬	來	魚	遇	開	三	平	O	力居	1	寄也舍也周禮曰凡國十里有廬廬有飲食亦州名春秋時舒地秦爲合肥縣梁以爲合州隋爲廬州又山名廬山記云周威王時有匡俗廬君故山取其號	ly21	lyu4	ly21	lyu4
2152	蘆	來	魚	遇	開	三	平	O	力居	2	漏蘆草又音盧	ly21	lyu4	ly21	lyu4
2153	櫚	來	魚	遇	開	三	平	O	力居	1	栟櫚木名有葉無枝博雅曰栟櫚椶也	ly21	lyu4	ly21	lyu4
2154	驢	來	魚	遇	開	三	平	O	力居	1	畜也	ly21	lyu4	ly21	lyu4
2155	藘	來	魚	遇	開	三	平	O	力居	1	蕠藘草	ly21	lyu4	ly21	lyu4
2156	䕡	來	魚	遇	開	三	平	O	力居	1	菴䕡草	ly21	lyu4	ly21	lyu4
2157	爈	來	魚	遇	開	三	平	O	力居	1	火燒山界	ly21	lyu4	ly21	lyu4
2158	𤁵	來	魚	遇	開	三	平	O	力居	1	浘𤁵海水洩處案莊子作尾閭	ly21	lyu4	ly21	lyu4
2159	㠠	來	魚	遇	開	三	平	O	力居	1	玉篇云山名	ly21	lyu4	ly21	lyu4
2160	櫖	來	魚	遇	開	三	平	O	力居	2	諸攄山櫐爾雅作慮	ly21	lyu4	ly21	lyu4
2161	璷	來	魚	遇	開	三	平	O	力居	1	字林云玉名	ly21	lyu4	ly21	lyu4
2162	䮉	來	魚	遇	開	三	平	O	力居	1	傳馬名	ly21	lyu4	ly21	lyu4
2163	𥶆	來	魚	遇	開	三	平	O	力居	1	𥶆䈝竹名	ly21	lyu4	ly21	lyu4
2164	𢣻	來	魚	遇	開	三	平	O	力居	1	𢣻憂也	ly21	lyu4	ly21	lyu4
2165	諸	章	魚	遇	開	三	平	O	章魚	2	之也旃也辯也非一也又姓漢有洛陽令諸於出風俗通又漢複姓有諸葛氏吳書曰其先葛氏本琅邪諸縣人徙陽都先姓葛時人謂徙居者爲諸葛氏因爲氏焉風俗通云葛嬰爲陳涉將有功而誅孝文追錄封其孫諸縣侯因并氏焉章魚切七	tʃy55	zyu1	tʃy53	zyu1
2166	櫧	章	魚	遇	開	三	平	O	章魚	1	木名	tʃy55	zyu1	tʃy53	zyu1
2167	㶆	章	魚	遇	開	三	平	O	章魚	1	水名在北嶽	tʃy55	zyu1	tʃy53	zyu1
2168	藷	章	魚	遇	開	三	平	O	章魚	2	藷蔗甘蔗	tʃy55	zyu1	tʃy53	zyu1
2169	𧄔	章	魚	遇	開	三	平	O	章魚	2	薯蕷別名	tʃy55	zyu1	tʃy53	zyu1
2170	䃴	章	魚	遇	開	三	平	O	章魚	1	礛䃴青礪也	tʃy55	zyu1	tʃy53	zyu1
2171	蠩	章	魚	遇	開	三	平	O	章魚	1	蜛蠩一頭數尾長二三尺左右有腳狀如蠶可食也	tʃy55	zyu1	tʃy53	zyu1
2172	除	澄	魚	遇	開	三	平	O	直魚	2	階也又去也直魚切十三	tʃʰy21	cyu4	tʃy21	zyu4
2173	躇	澄	魚	遇	開	三	平	O	直魚	1	躊躇	tʃʰy21	cyu4	tʃy21	zyu4
2174	儲	澄	魚	遇	開	三	平	O	直魚	1	儲副又姓後漢有儲太伯	tʃʰy21	cyu4	tʃy21	zyu4
2175	涂	澄	魚	遇	開	三	平	O	直魚	2	水名在堂邑又直胡切	tʃʰy21	cyu4	tʃy21	zyu4
2176	篨	澄	魚	遇	開	三	平	O	直魚	1	籧篨蘆䕠也	tʃʰy21	cyu4	tʃy21	zyu4
2177	𦿀	澄	魚	遇	開	三	平	O	直魚	1	籌𦿀蔥名	tʃʰy21	cyu4	tʃy21	zyu4
2178	宁	澄	魚	遇	開	三	平	O	直魚	2	門屏閒又音佇	tʃʰy21	cyu4	tʃy21	zyu4
2179	㾻	澄	魚	遇	開	三	平	O	直魚	3	瘢也	tʃʰy21	cyu4	tʃy21	zyu4
2180	著	澄	魚	遇	開	三	平	O	直魚	5	爾雅云太歲在戊曰著雍又直略陟慮陟略三切	tʃʰy21	cyu4	tʃy21	zyu4
2181	滁	澄	魚	遇	開	三	平	O	直魚	1	水名出簸箕山入海亦州春秋時楚地梁爲南譙州齊改爲臨滁郡開皇改爲滁州	tʃʰy21	cyu4	tʃy21	zyu4
2182	蒢	澄	魚	遇	開	三	平	O	直魚	1	草名可染又蕖蒢口柔也	tʃʰy21	cyu4	tʃy21	zyu4
2183	屠	澄	魚	遇	開	三	平	O	直魚	2	匈奴傳有休屠王又音徒	tʃʰy21	cyu4	tʃy21	zyu4
2184	藸	澄	魚	遇	開	三	平	O	直魚	2	爾雅曰菋荎藸郭璞云五味也蔓生子叢在莖頭	tʃʰy21	cyu4	tʃy21	zyu4
2185	如	日	魚	遇	開	三	平	O	人諸	2	而也均也似也謀也往也若也又姓晉中經部魏有陳郡丞馮翊如淳注漢書又虜姓後魏書如羅氏後改爲如氏人諸切八	jy21	jyu4	ȵy21	njyu4
2186	蕠	日	魚	遇	開	三	平	O	人諸	1	蕠藘草也亦作茹	jy21	jyu4	ȵy21	njyu4
2187	𨚴	日	魚	遇	開	三	平	O	人諸	1	地名	jy21	jyu4	ȵy21	njyu4
2188	洳	日	魚	遇	開	三	平	O	人諸	2	水名在南郡又人慮切	jy21	jyu4	ȵy21	njyu4
2189	鴽	日	魚	遇	開	三	平	O	人諸	1	䳺也	jy21	jyu4	ȵy21	njyu4
2190	𨾵	日	魚	遇	開	三	平	O	人諸	1	上同（䳺也）	jy21	jyu4	ȵy21	njyu4
2191	𡫽	日	魚	遇	開	三	平	O	人諸	3	假寐也又如與切	jy21	jyu4	ȵy21	njyu4
2192	茹	日	魚	遇	開	三	平	O	人諸	3	恣也相牽引皃也易曰拔茅連茹又虜複姓後魏書普陋茹氏後改爲茹氏又如慮切又而與切	jy21	jyu4	ȵy21	njyu4
2193	且	精	魚	遇	開	三	平	O	子魚	2	語辝也說文薦也子魚切又七也切四	tʃy55	zyu1	tʃy53	zyu1
2194	蛆	精	魚	遇	開	三	平	O	子魚	2	蝍蛆食蛇蟲蜈蚣是也爾雅曰蒺藜蝍蛆郭璞云似蝗大腹長角能食蛇腦	tʃy55	zyu1	tʃy53	zyu1
2195	苴	精	魚	遇	開	三	平	O	子魚	4	苞苴亦姓漢書貨殖傳有平陵苴氏又音疽	tʃy55	zyu1	tʃy53	zyu1
2196	沮	精	魚	遇	開	三	平	O	子魚	5	虜複姓有沮渠氏其先世爲匈奴左沮渠遂以官爲氏沮渠蒙遜以後魏天興四年僭號於張掖稱北涼	tʃy55	zyu1	tʃy53	zyu1
2197	虛	溪	魚	遇	開	三	平	O	去魚	2	說文曰大丘也去魚切又許魚切十二	hy55	hyu1	hy53	hyu1
2198	墟	溪	魚	遇	開	三	平	O	去魚	1	上同（說文曰大丘也去魚切又許魚切十二）	hy55	hyu1	hy53	hyu1
2199	𥬔	溪	魚	遇	開	三	平	O	去魚	1	飯器	hy55	hyu1	hy53	hyu1
2200	袪	溪	魚	遇	開	三	平	O	去魚	1	袖也舉也	hy55	hyu1	hy53	hyu1
2201	阹	溪	魚	遇	開	三	平	O	去魚	1	依山谷爲牛馬之圈	hy55	hyu1	hy53	hyu1
2202	椐	溪	魚	遇	開	三	平	O	去魚	3	木名又音居	hy55	hyu1	hy53	hyu1
2203	胠	溪	魚	遇	開	三	平	O	去魚	3	腋下又胠篋莊子篇名	hy55	hyu1	hy53	hyu1
2204	魼	溪	魚	遇	開	三	平	O	去魚	2	比目魚他合切	hy55	hyu1	hy53	hyu1
2205	㠊	溪	魚	遇	開	三	平	O	去魚	1	㠊崎山路	hy55	hyu1	hy53	hyu1
2206	𢴮	溪	魚	遇	開	三	平	O	去魚	1	擊也	hy55	hyu1	hy53	hyu1
2207	㭕	溪	魚	遇	開	三	平	O	去魚	1	板置驢上負物	hy55	hyu1	hy53	hyu1
2208	䒧	溪	魚	遇	開	三	平	O	去魚	2	草器	hy55	hyu1	hy53	hyu1
2209	菹	莊	魚	遇	開	三	平	O	側魚	1	說文曰酢菜也亦作葅側魚切四		zo1	tʃu53	zu1
2210	𧗘	莊	魚	遇	開	三	平	O	側魚	1	上同（說文曰酢菜也亦作葅側魚切四）		zo1	tʃu53	zu1
2211	䶥	莊	魚	遇	開	三	平	O	側魚	3	齒不齊皃		zo1	tʃu53	zu1
2212	沮	莊	魚	遇	開	三	平	O	側魚	5	人姓世本云沮誦蒼頡作書並黃帝時史官		zo1	tʃu53	zu1
2213	蜍	禪	魚	遇	開	三	平	O	署魚	2	蟾蜍也署魚切又音余二	ʃy21	syu4	ʃy21	syu4
2214	𧄔	禪	魚	遇	開	三	平	O	署魚	2	似薯蕷而大或作稌	ʃy21	syu4	ʃy21	syu4
2215	袽	娘	魚	遇	開	三	平	O	女余	1	易曰繻有衣袽女余切又音如六		nyu4		nyu4
2216	帤	娘	魚	遇	開	三	平	O	女余	1	幡巾		nyu4		nyu4
2217	𣭠	娘	魚	遇	開	三	平	O	女余	1	犬多毛也		nyu4		nyu4
2218	蒘	娘	魚	遇	開	三	平	O	女余	2	藸蒘草名		nyu4		nyu4
2219	𣖹	娘	魚	遇	開	三	平	O	女余	1	藸𣖹杷名		nyu4		nyu4
2220	挐	娘	魚	遇	開	三	平	O	女余	2	牽引		nyu4		nyu4
2221	虞	疑	虞	遇	合	三	平	O	遇俱	1	度也說文曰騶虞仁獸白虎黑文尾長於身不食生物俗作𩦢又周禮有山虞澤虞掌山澤之官也亦姓出會稽濟陽二望風俗通云凡氏之興九事一氏於號唐虞夏殷是也遇俱切二十	jy21	jyu4	ȵy21	njyu4
2222	𩦢	疑	虞	遇	合	三	平	O	遇俱	1	俗見上注（度也說文曰騶虞仁獸白虎黑文尾長於身不食生物俗作𩦢又周禮有山虞澤虞掌山澤之官也亦姓出會稽濟陽二望風俗通云凡氏之興九事一氏於號唐虞夏殷是也遇俱切二十）	jy21	jyu4	ȵy21	njyu4
2223	愚	疑	虞	遇	合	三	平	O	遇俱	1	愚惷說文曰戇也从心禺禺母猴屬獸之愚者	jy21	jyu4	ȵy21	njyu4
2224	娛	疑	虞	遇	合	三	平	O	遇俱	2	娛樂	jy21	jyu4	ȵy21	njyu4
2225	湡	疑	虞	遇	合	三	平	O	遇俱	1	齊藪名亦作隅爾雅曰齊有海湡又水名在襄國	jy21	jyu4	ȵy21	njyu4
2226	堣	疑	虞	遇	合	三	平	O	遇俱	1	堣夷日所出處書亦作嵎	jy21	jyu4	ȵy21	njyu4
2227	𪃍	疑	虞	遇	合	三	平	O	遇俱	1	鳥名狀如梟人面四目而有耳見則天下大旱出山海經	jy21	jyu4	ȵy21	njyu4
2228	嵎	疑	虞	遇	合	三	平	O	遇俱	1	山名在吳	jy21	jyu4	ȵy21	njyu4
2229	髃	疑	虞	遇	合	三	平	O	遇俱	2	骨名在膊前又五苟切	jy21	jyu4	ȵy21	njyu4
2230	禺	疑	虞	遇	合	三	平	O	遇俱	2	番禺縣在南海亦姓出姓苑本又音遇母猴屬也	jy21	jyu4	ȵy21	njyu4
2231	隅	疑	虞	遇	合	三	平	O	遇俱	1	角也陬也	jy21	jyu4	ȵy21	njyu4
2232	䴁	疑	虞	遇	合	三	平	O	遇俱	2	鳥似禿鶖	jy21	jyu4	ȵy21	njyu4
2233	鰅	疑	虞	遇	合	三	平	O	遇俱	2	魚名有文出樂浪	jy21	jyu4	ȵy21	njyu4
2234	鍝	疑	虞	遇	合	三	平	O	遇俱	1	鋸也	jy21	jyu4	ȵy21	njyu4
2235	澞	疑	虞	遇	合	三	平	O	遇俱	1	爾雅曰山來水澗陵夾水澞	jy21	jyu4	ȵy21	njyu4
2236	𧍪	疑	虞	遇	合	三	平	O	遇俱	1	搜神記曰𧑒𧍪似蟬而長味辛美可食一名青蚨異物志云𧑒𧍪子如蠶子著草葉得其子母自飛來就之	jy21	jyu4	ȵy21	njyu4
2237	㷒	疑	虞	遇	合	三	平	O	遇俱	1	拔器煑食	jy21	jyu4	ȵy21	njyu4
2238	齵	疑	虞	遇	合	三	平	O	遇俱	2	齵齒重生	jy21	jyu4	ȵy21	njyu4
2239	鸆	疑	虞	遇	合	三	平	O	遇俱	1	鸅鸆一名婟澤	jy21	jyu4	ȵy21	njyu4
2240	𨜖	疑	虞	遇	合	三	平	O	遇俱	1	地名	jy21	jyu4	ȵy21	njyu4
2241	芻	初	虞	遇	合	三	平	O	測隅	1	芻豢說文云刈草也俗作蒭亦姓出何氏姓苑測隅切二	tʃʰɔ55	co1	tʃʰu53	cu1
2242	犓	初	虞	遇	合	三	平	O	測隅	1	養牛曰犓	tʃʰɔ55	co1	tʃʰu53	cu1
2243	無	明	虞	遇	合	三	平	O	武夫	1	有無也亦漢複姓二氏楚熊渠之後號無庸其後爲氏又有無鉤氏出自楚姓武夫切二十一	mu21	mu4	fu21	fu4
2244	毋	明	虞	遇	合	三	平	O	武夫	1	止之辝亦姓母丘或爲母氏又漢複姓八氏漢書貨殖傳有母鹽氏巨富齊母鹽邑大夫之後漢有執金吾東海母將隆將作大匠母兵興風俗通有樂安母車伯奇爲下邳相有主簿步邵南時人稱母車府君步主簿何氏姓苑有母終氏左傳魯大夫兹母還晉	mu21	mu4	fu21	fu4
2245	瞴	明	虞	遇	合	三	平	O	武夫	2	瞴瞜又亡撫切	mu21	mu4	fu21	fu4
2246	膴	明	虞	遇	合	三	平	O	武夫	3	無骨腊又荒烏亡甫二切	mu21	mu4	fu21	fu4
2247	蕪	明	虞	遇	合	三	平	O	武夫	1	荒蕪	mu21	mu4	fu21	fu4
2248	誣	明	虞	遇	合	三	平	O	武夫	1	誣枉	mu21	mu4	fu21	fu4
2249	巫	明	虞	遇	合	三	平	O	武夫	1	巫覡周禮春官曰司巫掌羣巫之政令若國大旱則帥巫而舞雩亦山名又姓風俗通云氏於事巫卜陶匠是也漢有冀州刺史巫捷	mu21	mu4	fu21	fu4
2250	莁	明	虞	遇	合	三	平	O	武夫	1	莁荑	mu21	mu4	fu21	fu4
2251	璑	明	虞	遇	合	三	平	O	武夫	1	三采玉	mu21	mu4	fu21	fu4
2252	𨼊	明	虞	遇	合	三	平	O	武夫	1	地名在弘農	mu21	mu4	fu21	fu4
2253	䉑	明	虞	遇	合	三	平	O	武夫	2	黑皮竹也	mu21	mu4	fu21	fu4
2254	鷡	明	虞	遇	合	三	平	O	武夫	1	鷡鴽鳥名	mu21	mu4	fu21	fu4
2255	𦌬	明	虞	遇	合	三	平	O	武夫	2	罟屬又音武	mu21	mu4	fu21	fu4
2256	蝥	明	虞	遇	合	三	平	O	武夫	4	爾雅云鼅鼄鼄蝥又音牟	mu21	mu4	fu21	fu4
2257	𢜮	明	虞	遇	合	三	平	O	武夫	3	爾雅云愛也又音武	mu21	mu4	fu21	fu4
2258	无	明	虞	遇	合	三	平	O	武夫	2	虛无之道又漢複姓左傳莒有大夫无婁修胡	mu21	mu4	fu21	fu4
2259	𢃀	明	虞	遇	合	三	平	O	武夫	1	嵌空之皃	mu21	mu4	fu21	fu4
2260	譕	明	虞	遇	合	三	平	O	武夫	1	譕誘詞也	mu21	mu4	fu21	fu4
2261	墲	明	虞	遇	合	三	平	O	武夫	3	冢也	mu21	mu4	fu21	fu4
2262	鵐	明	虞	遇	合	三	平	O	武夫	1	鳥名雀屬	mu21	mu4	fu21	fu4
2263	憮	明	虞	遇	合	三	平	O	武夫	2	空也又音武	mu21	mu4	fu21	fu4
2264	䍢	明	虞	遇	合	三	平	O	武夫	1	雉網也	mu21	mu4	fu21	fu4
2265	于	云	虞	遇	合	三	平	O	羽俱	1	曰也於也說文本作亏凡從于者作亏同又姓周武王子邘叔子孫以國爲氏其後去邑單爲于漢有丞相東海于定國又望出河南者即後魏書万忸于氏後改爲于氏凡諸姓望在後而稱河南者皆虜姓後魏孝文詔南遷者死不得還北即葬洛陽故虜姓皆	jy21	jyu4	jy21	jyu4
2266	迂	云	虞	遇	合	三	平	O	羽俱	3	遠也曲也又憂俱切	jy21	jyu4	jy21	jyu4
2267	盂	云	虞	遇	合	三	平	O	羽俱	1	盤盂說文曰飯器也又姓左傳晉有盂丙	jy21	jyu4	jy21	jyu4
2268	邘	云	虞	遇	合	三	平	O	羽俱	1	地名在河內又姓漢有邘侯爲上谷太守	jy21	jyu4	jy21	jyu4
2269	雩	云	虞	遇	合	三	平	O	羽俱	2	請雨祭名又況于切	jy21	jyu4	jy21	jyu4
2270	𦏴	云	虞	遇	合	三	平	O	羽俱	1	飛皃說文曰雩羽舞也或从羽同上（請雨祭名又況于切）	jy21	jyu4	jy21	jyu4
2271	竽	云	虞	遇	合	三	平	O	羽俱	1	笙竽世本曰隨作竽	jy21	jyu4	jy21	jyu4
2272	玗	云	虞	遇	合	三	平	O	羽俱	1	玉名	jy21	jyu4	jy21	jyu4
2273	芋	云	虞	遇	合	三	平	O	羽俱	2	草盛皃又王遇切	jy21	jyu4	jy21	jyu4
2274	汙	云	虞	遇	合	三	平	O	羽俱	2	水名又屋孤烏故二切	jy21	jyu4	jy21	jyu4
2275	䣿	云	虞	遇	合	三	平	O	羽俱	3	宴也	jy21	jyu4	jy21	jyu4
2276	杅	云	虞	遇	合	三	平	O	羽俱	1	因杅匈奴地名	jy21	jyu4	jy21	jyu4
2277	釪	云	虞	遇	合	三	平	O	羽俱	1	錞釪形如鐘以和鼓	jy21	jyu4	jy21	jyu4
2278	𧘘	云	虞	遇	合	三	平	O	羽俱	1	袌衣	jy21	jyu4	jy21	jyu4
2279	骬	云	虞	遇	合	三	平	O	羽俱	1	𩩲骭缺盆骨也	jy21	jyu4	jy21	jyu4
2280	𠌶	云	虞	遇	合	三	平	O	羽俱	2	說文云草木華也本音吁	jy21	jyu4	jy21	jyu4
2281	謣	云	虞	遇	合	三	平	O	羽俱	1	妄言	jy21	jyu4	jy21	jyu4
2282	䩒	云	虞	遇	合	三	平	O	羽俱	3	車環靼也	jy21	jyu4	jy21	jyu4
2283	䢓	云	虞	遇	合	三	平	O	羽俱	1	窻䢓牀也	jy21	jyu4	jy21	jyu4
2284	𦱃	云	虞	遇	合	三	平	O	羽俱	1	葅𦱃似韭	jy21	jyu4	jy21	jyu4
2285	訏	曉	虞	遇	合	三	平	O	況于	1	大也況于切二十	hy55	hyu1	hy53	hyu1
2286	吁	曉	虞	遇	合	三	平	O	況于	2	歎也	hy55	hyu1	hy53	hyu1
2287	雩	曉	虞	遇	合	三	平	O	況于	2	雩婁古縣名在廬江	hy55	hyu1	hy53	hyu1
2288	欨	曉	虞	遇	合	三	平	O	況于	2	焁欨一曰笑意又況字切	hy55	hyu1	hy53	hyu1
2289	㽳	曉	虞	遇	合	三	平	O	況于	1	病也	hy55	hyu1	hy53	hyu1
2290	盱	曉	虞	遇	合	三	平	O	況于	1	舉目又盱眙縣在楚州	hy55	hyu1	hy53	hyu1
2291	𧙆	曉	虞	遇	合	三	平	O	況于	1	大袑衣也	hy55	hyu1	hy53	hyu1
2292	𥈈	曉	虞	遇	合	三	平	O	況于	1	𥈈瞜笑皃	hy55	hyu1	hy53	hyu1
2293	姁	曉	虞	遇	合	三	平	O	況于	4	姁媮美態	hy55	hyu1	hy53	hyu1
2294	𦀒	曉	虞	遇	合	三	平	O	況于	2	殷冠名又音詡	hy55	hyu1	hy53	hyu1
2295	扜	曉	虞	遇	合	三	平	O	況于	2	說文云指麾也又憶俱切	hy55	hyu1	hy53	hyu1
2296	𠌶	曉	虞	遇	合	三	平	O	況于	2	草木華也	hy55	hyu1	hy53	hyu1
2297	荂	曉	虞	遇	合	三	平	O	況于	2	上同又音敷（草木華也）	hy55	hyu1	hy53	hyu1
2298	𢖳	曉	虞	遇	合	三	平	O	況于	1	憂也	hy55	hyu1	hy53	hyu1
2299	䣿	曉	虞	遇	合	三	平	O	況于	3	宴也	hy55	hyu1	hy53	hyu1
2300	旴	曉	虞	遇	合	三	平	O	況于	1	日始出皃	hy55	hyu1	hy53	hyu1
2301	䩒	曉	虞	遇	合	三	平	O	況于	3	䩒靼	hy55	hyu1	hy53	hyu1
2302	㰭	曉	虞	遇	合	三	平	O	況于	1	㰭樂	hy55	hyu1	hy53	hyu1
2303	虖	曉	虞	遇	合	三	平	O	況于	3	虎吼又虎乎切	hy55	hyu1	hy53	hyu1
2304	𣚏	曉	虞	遇	合	三	平	O	況于	1	臿屬又矩于切	hy55	hyu1	hy53	hyu1
2305	衢	群	虞	遇	合	三	平	O	其俱	1	街衢爾雅曰四達謂之衢其俱切三十六	kʰy21	kyu4	ky21	gyu4
2306	劬	群	虞	遇	合	三	平	O	其俱	1	勞也	kʰy21	kyu4	ky21	gyu4
2307	軥	群	虞	遇	合	三	平	O	其俱	3	車軶	kʰy21	kyu4	ky21	gyu4
2308	氍	群	虞	遇	合	三	平	O	其俱	1	聲類曰氍毹毛席也風俗文云織毛褥謂之氍毹亦作𣰠	kʰy21	kyu4	ky21	gyu4
2309	胊	群	虞	遇	合	三	平	O	其俱	1	䀯也一曰屈也亦山名在東海又姓出姓苑	kʰy21	kyu4	ky21	gyu4
2310	䧁	群	虞	遇	合	三	平	O	其俱	2	地名在河東	kʰy21	kyu4	ky21	gyu4
2311	臞	群	虞	遇	合	三	平	O	其俱	2	瘠也	kʰy21	kyu4	ky21	gyu4
2312	癯	群	虞	遇	合	三	平	O	其俱	1	上同（瘠也）	kʰy21	kyu4	ky21	gyu4
2313	鴝	群	虞	遇	合	三	平	O	其俱	2	鴝鵒亦作鸜周禮曰鸜鵒不踰濟	kʰy21	kyu4	ky21	gyu4
2314	鸜	群	虞	遇	合	三	平	O	其俱	1	上同亦鸜鵲又漢複姓莊子有鸜鵲子（鴝鵒亦作鸜周禮曰鸜鵒不踰濟）	kʰy21	kyu4	ky21	gyu4
2315	灈	群	虞	遇	合	三	平	O	其俱	1	水名在汝南	kʰy21	kyu4	ky21	gyu4
2316	躣	群	虞	遇	合	三	平	O	其俱	1	行皃楚詞曰右蒼龍之躣躣	kʰy21	kyu4	ky21	gyu4
2317	忂	群	虞	遇	合	三	平	O	其俱	1	上同（行皃楚詞曰右蒼龍之躣躣）	kʰy21	kyu4	ky21	gyu4
2318	𩢳	群	虞	遇	合	三	平	O	其俱	1	馬左足白爾雅云馬後足皆白本作翑	kʰy21	kyu4	ky21	gyu4
2319	鼩	群	虞	遇	合	三	平	O	其俱	1	鼱鼩小鼠	kʰy21	kyu4	ky21	gyu4
2320	蘧	群	虞	遇	合	三	平	O	其俱	2	蘧麥又巨居切	kʰy21	kyu4	ky21	gyu4
2321	斪	群	虞	遇	合	三	平	O	其俱	1	鉏屬	kʰy21	kyu4	ky21	gyu4
2322	句	群	虞	遇	合	三	平	O	其俱	4	冤句縣名在曹州又九遇古侯二切	kʰy21	kyu4	ky21	gyu4
2323	蠷	群	虞	遇	合	三	平	O	其俱	1	蠷螋蟲	kʰy21	kyu4	ky21	gyu4
2324	瞿	群	虞	遇	合	三	平	O	其俱	2	鷹隼視也又姓王僧孺百家譜曰裴桃兒取蒼梧瞿寶女又有瞿曇氏西國姓又九遇切	kʰy21	kyu4	ky21	gyu4
2325	欋	群	虞	遇	合	三	平	O	其俱	1	釋名曰齊魯閒謂四齒杷爲欋	kʰy21	kyu4	ky21	gyu4
2326	葋	群	虞	遇	合	三	平	O	其俱	1	爾雅云葋艼熒	kʰy21	kyu4	ky21	gyu4
2327	翵	群	虞	遇	合	三	平	O	其俱	2	鳥羽	kʰy21	kyu4	ky21	gyu4
2328	𦐛	群	虞	遇	合	三	平	O	其俱	2	上同（鳥羽）	kʰy21	kyu4	ky21	gyu4
2329	蚼	群	虞	遇	合	三	平	O	其俱	2	蚼蛘蚍蜉	kʰy21	kyu4	ky21	gyu4
2330	𪓞	群	虞	遇	合	三	平	O	其俱	2	𪓷屬說文云頭有兩角出遼東亦作𪓟𪓷音奚	kʰy21	kyu4	ky21	gyu4
2331	𧾱	群	虞	遇	合	三	平	O	其俱	1	走顧之皃	kʰy21	kyu4	ky21	gyu4
2332	䞤	群	虞	遇	合	三	平	O	其俱	2	上同（走顧之皃）	kʰy21	kyu4	ky21	gyu4
2333	𠣪	群	虞	遇	合	三	平	O	其俱	1	脯名	kʰy21	kyu4	ky21	gyu4
2334	絇	群	虞	遇	合	三	平	O	其俱	2	履頭飾也	kʰy21	kyu4	ky21	gyu4
2335	𡱺	群	虞	遇	合	三	平	O	其俱	1	上同（履頭飾也）	kʰy21	kyu4	ky21	gyu4
2336	𥃔	群	虞	遇	合	三	平	O	其俱	1	聲類云樹種也	kʰy21	kyu4	ky21	gyu4
2337	𥗫	群	虞	遇	合	三	平	O	其俱	2	磫𥗫青礪	kʰy21	kyu4	ky21	gyu4
2338	戵	群	虞	遇	合	三	平	O	其俱	1	戟屬	kʰy21	kyu4	ky21	gyu4
2339	鑺	群	虞	遇	合	三	平	O	其俱	1	上同（戟屬）	kʰy21	kyu4	ky21	gyu4
2340	姁	群	虞	遇	合	三	平	O	其俱	4	姁然樂也又況羽切	kʰy21	kyu4	ky21	gyu4
2341	儒	日	虞	遇	合	三	平	O	人朱	1	柔也人朱切十六	jy21	jyu4	ȵy21	njyu4
2342	獳	日	虞	遇	合	三	平	O	人朱	2	朱獳獸名似狐而魚翼出則國有恐又女侯切	jy21	jyu4	ȵy21	njyu4
2343	濡	日	虞	遇	合	三	平	O	人朱	2	水名出涿郡又霑濡	jy21	jyu4	ȵy21	njyu4
2344	襦	日	虞	遇	合	三	平	O	人朱	1	說文云短衣也俗作𧝄	jy21	jyu4	ȵy21	njyu4
2345	懦	日	虞	遇	合	三	平	O	人朱	1	弱也又乃亂切	jy21	jyu4	ȵy21	njyu4
2346	嚅	日	虞	遇	合	三	平	O	人朱	1	囁嚅多言	jy21	jyu4	ȵy21	njyu4
2347	鱬	日	虞	遇	合	三	平	O	人朱	1	朱鱬魚名魚身人面	jy21	jyu4	ȵy21	njyu4
2348	𪋯	日	虞	遇	合	三	平	O	人朱	2	鹿子又相俞切	jy21	jyu4	ȵy21	njyu4
2349	嬬	日	虞	遇	合	三	平	O	人朱	1	妻名	jy21	jyu4	ȵy21	njyu4
2350	繻	日	虞	遇	合	三	平	O	人朱	2	易曰繻有衣袽亦見周禮注又音須	jy21	jyu4	ȵy21	njyu4
2351	顬	日	虞	遇	合	三	平	O	人朱	1	顳顬耳前動	jy21	jyu4	ȵy21	njyu4
2352	䞕	日	虞	遇	合	三	平	O	人朱	1	火色	jy21	jyu4	ȵy21	njyu4
2353	臑	日	虞	遇	合	三	平	O	人朱	1	嫩耎皃	jy21	jyu4	ȵy21	njyu4
2354	醹	日	虞	遇	合	三	平	O	人朱	2	厚酒又音乳	jy21	jyu4	ȵy21	njyu4
