tab_id	word	word_note	page	old_jp	old_jp_type	old_jp_note	expl	ipa	jyutping
1071	阜|阝		P52	fau꜅				fɐu22	fau6
1072	埠		P52	fau꜅				fɐu22	fau6
1073	覆		P52	fau꜅				fɐu22	fau6
1074	𧌓		P714	fau꜅				fɐu22	fau6
1075	非		P52	꜀fí				fi55	fi1
1076	扉		P52	꜀fí				fi55	fi1
1077	緋		P52	꜀fí				fi55	fi1
1078	裶		P52	꜀fí				fi55	fi1
1079	蜚		P52	꜀fí				fi55	fi1
1080	霏		P52	꜀fí				fi55	fi1
1081	騑		P52	꜀fí				fi55	fi1
1082	飛		P52	꜀fí				fi55	fi1
1083	妃		P52	꜀fí				fi55	fi1
1084	肥		P53	꜁fí				fi21	fi4
1085	腓		P53	꜁fí				fi21	fi4
1086	淝		P714	꜁fí				fi21	fi4
1087	匪		P53	꜂fí				fi35	fi2
1088	匪		P53	꜀fan				fɐn55	fan1
1089	悱		P53	꜂fí				fi35	fi2
1090	榧|棑		P53	꜂fí				fi35	fi2
1091	斐		P53	꜂fí				fi35	fi2
1092	篚		P53	꜂fí				fi35	fi2
1093	菲		P53	꜂fí				fi35	fi2
1094	誹		P53	꜂fí				fi35	fi2
1095	狒		P53	fí꜅				fi22	fi6
1096	翡		P53	fí꜅				fi22	fi6
1097	○		P714	fít꜆			A colloquial word. To whip, to spank, to punish	fit5	fit7
1098	○		P53	fik꜆			To brush off (as a fly); [fik꜆ ꜀hoi], brush it off!	fɪk5	fik7
1099	𠱥		P714	fik꜆			A colloquial word. Seems to be a mispronunciation of [fat꜆]; [꜀fá ꜀fá fik꜆ fik꜆] fickle, inconstant, fitful, never finishing anything	fɪk5	fik7
1100	𠱥		P714	ít꜇			Wrangling, noisy	jit2	jit8
1101	○		P714	꜀fing			A colloquial word. Confused, tangled; [꜀fing kòm꜄ lün꜅] all in disorder, as one moving; touzled, as hair	fɪŋ55	fing1
1102	○		P714	fing꜄			A colloquial word. A slap with the hand; [tái꜅] pa2 ~] a smart slap	fɪŋ33	fing3
1103	○		P714	fing꜅			A colloquial word. To vibrate, to swing, to dandle, as the end of a rope; to sprinkle; to snap away; to shake off, as ink out of a pen; [fing꜅ kwo꜄ ꜁lai] yerk it (as the cue) forward	fɪŋ22	fing6
1104	捹		P53，714	fing꜅			To swing; to shake in the wind; [꜁t‘iú ꜁t‘iú fing꜅] to hang and swing; [fing꜅ tik꜆ ꜂shui ꜁lai], sprinkle a little water; [fing꜅ lat꜆] shake it off	fɪŋ22	fing6
1105	捹		P53，714	pan꜄			The hands rapidly moving	pɐn33	ban3
1106	科		P53	꜀fo				fɔ55	fo1
1107	蚪		P54	꜀fo				fɔ55	fo1
1108	窠		P714	꜀fo				fɔ55	fo1
1109	窠		P714	꜀wo	Seldom heard			wɔ55	wo1
1110	火		P54	꜂fo				fɔ35	fo2
1111	伙		P54	꜂fo				fɔ35	fo2
1112	夥		P54	꜂fo				fɔ35	fo2
1113	顆		P54	꜂fo				fɔ35	fo2
1114	貨		P54	fo꜄				fɔ33	fo3
1115	課		P54	fo꜄				fɔ33	fo3
1116	擴		P54	fok꜆				fɔk5(3)	fok7°
1117	廓		P54	fok꜆				fɔk5(3)	fok7°
1118	躩		P54	fok꜆				fɔk5(3)	fok7°
1119	攫		P54	fok꜆				fɔk5(3)	fok7°
1120	矍		P54	fok꜆				fɔk5(3)	fok7°
1121	縛		P55	fok꜆				fɔk5(3)	fok7°
1122	钁		P55	fok꜆				fɔk5(3)	fok7°
1123	霍		P55	fok꜆				fɔk5(3)	fok7°
1124	藿		P55	fok꜆				fɔk5(3)	fok7°
1125	攉		P55	fok꜆				fɔk5(3)	fok7°
1126	方		P55	꜀fong				fɔŋ55	fong1
1127	妨		P55	꜀fong				fɔŋ55	fong1
1128	坊		P55	꜀fong				fɔŋ55	fong1
1129	枋		P55	꜀fong				fɔŋ55	fong1
1130	祊		P55	꜀fong				fɔŋ55	fong1
1131	芳		P55	꜀fong				fɔŋ55	fong1
1132	荒		P56	꜀fong				fɔŋ55	fong1
1133	慌		P56	꜀fong				fɔŋ55	fong1
1134	衁		P56	꜀fong				fɔŋ55	fong1
1135	肓	字頭本作「盲」，今從索引作「肓」(P.798)	P56	꜀fong				fɔŋ55	fong1
1136	房		P56	꜁fong				fɔŋ21	fong4
1137	防		P56	꜁fong				fɔŋ21	fong4
1138	魴		P56	꜁fong				fɔŋ21	fong4
1139	倣		P56	꜂fong				fɔŋ35	fong2
1140	彷|髣		P56	꜂fong				fɔŋ35	fong2
1141	紡		P56	꜂fong				fɔŋ35	fong2
1142	昉		P56	꜂fong				fɔŋ35	fong2
1143	訪		P56	꜂fong				fɔŋ35	fong2
1144	舫		P57	꜂fong				fɔŋ35	fong2
1145	貺		P57	꜂fong				fɔŋ35	fong2
1146	謊		P57	꜂fong				fɔŋ35	fong2
1147	恍|怳		P714	꜂fong			Interchanged with 慌 [꜀fong]. Wild, mad, fluttered; disturbed, unable to collect one's thoughts; …	fɔŋ35	fong2
1148	幌		P714	꜂fong				fɔŋ35	fong2
1149	放		P57	fong꜄				fɔŋ33	fong3
1150	况|況		P57	fong꜄				fɔŋ33	fong3
1151	壙		P57，714	fong꜄				fɔŋ33	fong3
1152	壙		P57，714	kwong꜄	Often pronunced/spoken			kwɔŋ33	gwong3
1153	曠		P57，714	fong꜄				fɔŋ33	fong3
1154	曠		P57，714	kwong꜄	Often pronunced/spoken			kwɔŋ33	gwong3
1155	纊		P57，714	fong꜄				fɔŋ33	fong3
1156	纊		P57，714	kwong꜄	Often pronunced/spoken			kwɔŋ33	gwong3
1157	夫		P57	꜀fú				fu55	fu1
1158	砆		P57	꜀fú				fu55	fu1
1159	趺		P57	꜀fú				fu55	fu1
1160	鈇		P57	꜀fú				fu55	fu1
1161	麩		P57	꜀fú				fu55	fu1
1162	孚		P58	꜀fú				fu55	fu1
1163	俘		P58	꜀fú				fu55	fu1
1164	桴		P58	꜀fú				fu55	fu1
1165	莩		P58	꜀fú				fu55	fu1
1166	枹		P58	꜀fú				fu55	fu1
1167	枹		P58	꜀páu				pau55	baau1
1168	呼		P58	꜀fú				fu55	fu1
1169	嘑		P58	꜀fú				fu55	fu1
1170	敷		P58	꜀fú				fu55	fu1
1171	痡		P58	꜀fú				fu55	fu1
1172	膚		P58	꜀fú				fu55	fu1
1173	柎		P58	꜀fú				fu55	fu1
1174	枯		P58	꜀fú				fu55	fu1
1175	箍		P58，715	꜀fú				fu55	fu1
1176	骷		P715	꜀fú				fu55	fu1
1177	滹		P715	꜀fú				fu55	fu1
1178	郛		P715	꜀fú				fu55	fu1
1179	刳		P715	꜀fú				fu55	fu1
1180	怤		P715	꜀fú				fu55	fu1
1181	粰		P715	꜀fú				fu55	fu1
1182	稃	「稃」見於「粰」字條釋義	P715	꜀fú				fu55	fu1
1183	玞		P715	꜀fú				fu55	fu1
1184	符		P58	꜁fú				fu21	fu4
1185	苻		P58	꜁fú				fu21	fu4
1186	夫		P58	꜁fú				fu21	fu4
1187	扶		P58	꜁fú				fu21	fu4
1188	蚨		P59	꜁fú				fu21	fu4
1189	鳬		P59	꜁fú				fu21	fu4
1190	芙		P715	꜁fú				fu21	fu4
1191	颫		P715	꜁fú				fu21	fu4
1192	甫		P59	꜂fú				fu35	fu2
1193	簠		P59	꜂fú				fu35	fu2
1194	脯		P59	꜂fú				fu35	fu2
1195	黼		P59	꜂fú				fu35	fu2
1196	斧		P59	꜂fú				fu35	fu2
1197	釜|釡		P59	꜂fú				fu35	fu2
1198	府		P59	꜂fú				fu35	fu2
1199	俯		P59	꜂fú				fu35	fu2
1200	撫		P59	꜂fú				fu35	fu2
1201	拊		P59	꜂fú				fu35	fu2
1202	腑		P59	꜂fú				fu35	fu2
1203	苦		P59	꜂fú				fu35	fu2
1204	虎		P60	꜂fú				fu35	fu2
1205	琥		P60	꜂fú				fu35	fu2
1206	俛		P715	꜂fú			Interchanged with 頫 [t‘iú꜄] in the senses of hanging down the head; to look down; to condescend, to examine into	fu35	fu2
1207	婦		P60	꜃fú				fu13	fu5
1208	富		P60，715	fú꜄				fu33	fu3
1209	副		P60	fú꜄				fu33	fu3
1210	賦		P60	fú꜄				fu33	fu3
1211	庫		P60	fú꜄				fu33	fu3
1212	褲|袴		P60	fú꜄				fu33	fu3
1213	戽		P60	fú꜄				fu33	fu3
1214	父		P61	fú꜅				fu22	fu6
1215	駙		P61	fú꜅				fu22	fu6
1216	鮒		P61	fú꜅				fu22	fu6
1217	祔		P61	fú꜅				fu22	fu6
1218	附		P61	fú꜅				fu22	fu6
1219	腐		P61	fú꜅				fu22	fu6
1220	輔		P61	fú꜅				fu22	fu6
1221	仆		P61	fú꜅				fu22	fu6
1222	赴		P61	fú꜅				fu22	fu6
1223	訃		P61	fú꜅				fu22	fu6
1224	負		P61	fú꜅				fu22	fu6
1225	賻		P62	fú꜅				fu22	fu6
1226	傅		P62	fú꜅				fu22	fu6
1227	付		P62	fú꜅				fu22	fu6
1228	跗		P715	fú꜅				fu22	fu6
1229	魁		P62	꜀fúi				fui55	fui1
1230	灰		P62，715	꜀fúi				fui55	fui1
1231	恢		P62	꜀fúi				fui55	fui1
1232	詼		P62	꜀fúi				fui55	fui1
1233	悝		P62	꜀fúi				fui55	fui1
1234	虺|虫		P715	꜀fúi			The second (虫) is used for 蟲 [꜁ch‘ung]; a large species of adder …	fui55	fui1
1235	賄		P62	꜂fúi				fui35	fui2
1236	鮪		P62	꜂fúi				fui35	fui2
1237	洧		P62	꜂fúi				fui35	fui2
1238	繪		P62	꜂fúi				fui35	fui2
1239	襘		P62	꜂fúi				fui35	fui2
1240	澮		P62	꜂fúi				fui35	fui2
1241	憒		P62	꜂fúi				fui35	fui2
1242	潰		P62	꜂fúi				fui35	fui2
1243	瞶		P62	꜂fúi				fui35	fui2
1244	聵		P63	꜂fúi				fui35	fui2
1245	闠		P63	꜂fúi				fui35	fui2
1246	繢		P715	꜂fúi				fui35	fui2
1247	悔		P63	fúi꜄				fui33	fui3
1248	晦		P63	fúi꜄				fui33	fui3
1249	誨		P63	fúi꜄				fui33	fui3
1250	靧		P715	fúi꜄				fui33	fui3
1251	輻		P63	fuk꜆				fʊk5	fuk7
1252	幅		P63	fuk꜆				fʊk5	fuk7
1253	福		P63，715	fuk꜆				fʊk5	fuk7
1254	楅		P63	fuk꜆				fʊk5	fuk7
1255	葍		P63	fuk꜆				fʊk5	fuk7
1256	蝠		P63	fuk꜆				fʊk5	fuk7
1257	蝮		P63	fuk꜆				fʊk5	fuk7
1258	腹		P63	fuk꜆				fʊk5	fuk7
1259	覆		P63	fuk꜆				fʊk5	fuk7
1260	馥		P64	fuk꜆				fʊk5	fuk7
1261	複		P715	fuk꜆				fʊk5	fuk7
1262	服		P64	fuk꜇				fʊk2	fuk8
1263	復		P64	fuk꜇				fʊk2	fuk8
1264	伏		P64	fuk꜇				fʊk2	fuk8
1265	袱		P64	fuk꜇				fʊk2	fuk8
1266	茯		P64	fuk꜇				fʊk2	fuk8
1267	寬|寛		P64	꜀fún				fun55	fun1
1268	歡		P64	꜀fún				fun55	fun1
1269	貛		P65	꜀fún				fun55	fun1
1270	懽		P715	꜀fún				fun55	fun1
1271	懽		P715	kún꜄				kun33	gun3
1272	欵|款		P65	꜂fún				fun35	fun2
1273	窾|窽		P65	꜂fún				fun35	fun2
1274	盥		P65	꜂fún				fun35	fun2
1275	喚		P65	fún꜄				fun33	fun3
1276	風		P65	꜀fung				fʊŋ55	fung1
1277	楓		P65	꜀fung				fʊŋ55	fung1
1278	瘋		P65	꜀fung				fʊŋ55	fung1
1279	封		P65	꜀fung				fʊŋ55	fung1
1280	葑		P66	꜀fung				fʊŋ55	fung1
1281	豊		P66	꜀fung				fʊŋ55	fung1
1282	酆		P66	꜀fung				fʊŋ55	fung1
1283	峯|峰		P66	꜀fung				fʊŋ55	fung1
1284	蜂|蠭		P66	꜀fung				fʊŋ55	fung1
1285	鋒		P66	꜀fung				fʊŋ55	fung1
1286	烽		P66	꜀fung				fʊŋ55	fung1
1287	丰		P66	꜀fung				fʊŋ55	fung1
1288	豐		P715	꜀fung				fʊŋ55	fung1
1289	逢		P66	꜁fung				fʊŋ21	fung4
1290	縫		P66	꜁fung				fʊŋ21	fung4
1291	馮		P66	꜁fung				fʊŋ21	fung4
1292	渢		P715	꜁fung			The noise or roaring of water or waves; floating	fʊŋ21	fung4
1293	渢		P715	fán꜄			Read [fán꜄], in the phrase [fán꜄ fán꜄] an easy, even sound	fan33	faan3
1294	俸		P66	꜂fung				fʊŋ35	fung2
1295	捧		P66	꜂fung				fʊŋ35	fung2
1296	諷		P67	꜂fung				fʊŋ35	fung2
1297	奉		P67	fung꜅				fʊŋ22	fung6
1298	鳳|鳯		P67	fung꜅				fʊŋ22	fung6
1299	泛		P67	꜂fung				fʊŋ35	fung2
1300	闊|濶		P67	fút꜆				fut5	fut7
1301	蝦|鰕		P67	꜀há				ha55	haa1
1302	蝦		P67	꜁há				ha21	haa4
1303	瘕		P67	꜀há				ha55	haa1
1304	遐		P67	꜁há				ha21	haa4
1305	瑕		P67	꜁há				ha21	haa4
1306	霞		P67	꜁há				ha21	haa4
1307	蕸		P716	꜁há				ha21	haa4
1308	蕸		P716	꜀ká				ka55	gaa1
1309	下		P67	꜃há				ha13	haa5
1310	吓		P67	꜃há				ha13	haa5
1311	㗇		P68，716	꜀há				ha55	haa1
1312	下		P68	há꜅				ha22	haa6
1313	夏		P68	há꜅				ha22	haa6
1314	廈|厦		P68	há꜅				ha22	haa6
1315	暇		P68	há꜅				ha22	haa6
1316	㗿		P68	꜀há				ha55	haa1
1317	奚		P68	꜁hai				hɐi21	hai4
1318	徯		P68	꜁hai				hɐi21	hai4
1319	兮		P68	꜁hai				hɐi21	hai4
1320	鼷		P68	꜁hai				hɐi21	hai4
1321	喺		P68	꜂hai				hɐi35	hai2
1322	係		P68	hai꜅				hɐi22	hai6
1323	系		P68	hai꜅				hɐi22	hai6
1324	繫|繋		P68	hai꜅				hɐi22	hai6
1325	揩		P69	꜀hái				hai55	haai1
1326	諧		P69	꜁hái				hai21	haai4
1327	鞋		P69	꜁hái				hai21	haai4
1328	嚡		P69	꜁hái				hai21	haai4
1329	蠏|蟹		P69	꜃hái				hai13	haai5
1330	獬		P69	꜃hái				hai13	haai5
1331	邂		P69	꜃hái				hai13	haai5
1332	械		P69	hái꜅				hai22	haai6
1333	懈		P69	hái꜅				hai22	haai6
1334	薤		P69	hái꜅				hai22	haai6
1335	齘		P69	hái꜅				hai22	haai6
1336	黑|黒		P69	hak꜆				hɐk5	hak7
1337	黑|黒		P69	hák꜆	Often pronunced/spoken			hak5(3)	haak7°
1338	克		P69	hak꜆				hɐk5	hak7
1339	克		P69	hák꜆	Often pronunced/spoken			hak5(3)	haak7°
1340	赫		P69	hak꜆				hɐk5	hak7
1341	赫		P69	hák꜆	Often pronunced/spoken			hak5(3)	haak7°
1342	客		P70	hák꜆				hak5(3)	haak7°
1343	嚇		P70	hák꜆				hak5(3)	haak7°
1344	刻		P70	hák꜆				hak5(3)	haak7°
1345	尅|剋		P70	hák꜆				hak5(3)	haak7°
1346	咸		P70	꜁hám				ham21	haam4
1347	鹹		P70，716	꜁hám				ham21	haam4
1348	諴		P70	꜁hám				ham21	haam4
1349	函		P70	꜁hám				ham21	haam4
1350	涵		P70	꜁hám				ham21	haam4
1351	㮀		P70	꜁hám				ham21	haam4
1352	銜		P71	꜁hám				ham21	haam4
1353	啣|㘅		P71	꜁hám				ham21	haam4
1354	喊		P71	hám꜄				ham33	haam3
1355	陷		P71	hám꜅				ham22	haam6
1356	餡		P71	hám꜅				ham22	haam6
1357	痕		P71	꜁han				hɐn21	han4
1358	懇		P71	꜂han				hɐn35	han2
1359	墾		P71	꜂han				hɐn35	han2
1360	很|狠		P71	꜂han				hɐn35	han2
1361	恨		P71	han꜅				hɐn22	han6
1362	慳		P72	꜀hán				han55	haan1
1363	閒		P72	꜁hán				han21	haan4
1364	閑		P72	꜁hán				han21	haan4
1365	憪		P72	꜁hán				han21	haan4
1366	嫺		P72	꜁hán				han21	haan4
1367	癇		P72	꜁hán				han21	haan4
1368	鷳|鷴|鷼		P72	꜁hán				han21	haan4
1369	僩		P72	꜁hán				han21	haan4
1370	瞯|瞷		P72	꜁hán				han21	haan4
1371	限		P72	hán꜅				han22	haan6
1372	𨵬	原字模作「閬」，據勘誤表改	P72，716	hán꜅				han22	haan6
1373	亨		P72	꜀hang				hɐŋ55	hang1
1374	哼		P72	꜀hang				hɐŋ55	hang1
1375	鏗		P72	꜀hang				hɐŋ55	hang1
1376	硜		P72	꜀hang				hɐŋ55	hang1
1377	牼		P72	꜀hang				hɐŋ55	hang1
1378	脝		P716	꜀hang				hɐŋ55	hang1
1379	行		P73，716	꜁hang				hɐŋ21	hang4
1380	行		P73，716	꜁háng	Often pronunced/spoken			haŋ21	haang4
1381	行		P73，716	hang꜅			Read [hang꜅] in colloquial. Tense, taut, drawn tight, as a drum or umbrella	hɐŋ22	hang6
1382	珩		P73	꜁hang				hɐŋ21	hang4
1383	衡		P73	꜁hang				hɐŋ21	hang4
1384	蘅		P73	꜁hang				hɐŋ21	hang4
1385	莖		P73	꜁hang				hɐŋ21	hang4
1386	恒|恆		P73	꜁hang				hɐŋ21	hang4
1387	肯		P73	꜂hang				hɐŋ35	hang2
1388	悻		P73	꜂hang				hɐŋ35	hang2
1389	幸		P73	hang꜅				hɐŋ22	hang6
1390	倖		P74	hang꜅				hɐŋ22	hang6
1391	杏		P74	hang꜅				hɐŋ22	hang6
1392	荇		P74	hang꜅				hɐŋ22	hang6
1393	行		P74	hang꜅				hɐŋ22	hang6
1394	坑		P74	꜀háng				haŋ55	haang1
1395	桁		P74	꜁háng				haŋ21	haang4
1396	恰		P74	hap꜆				hɐp5	hap7
1397	哈		P74	hap꜆				hɐp5	hap7
1398	呷		P74	háp꜆				hap5(3)	haap7°
1399	狎		P74	háp꜇				hap2	haap8
1400	柙		P74	háp꜇				hap2	haap8
1401	匣		P74	háp꜇				hap2	haap8
1402	俠		P75	háp꜇				hap2	haap8
1403	狹		P75	háp꜇				hap2	haap8
1404	陜		P75	háp꜇				hap2	haap8
1405	峽		P75	háp꜇				hap2	haap8
1406	篋		P75	háp꜇				hap2	haap8
1407	掐		P75	háp꜇				hap2	haap8
1408	歃		P75	háp꜇				hap2	haap8
1409	蛺		P716	háp꜇				hap2	haap8
1410	洽		P716	háp꜇				hap2	haap8
1411	乞		P75	hat꜆				hɐt5	hat7
1412	吃		P75	hat꜆				hɐt5	hat7
1413	吃		P75	yák꜆	Usually pronunced/read			jak5(3)	jaak7°
1414	檄		P75	hat꜇				hɐt2	hat8
1415	覡		P75	hat꜇				hɐt2	hat8
1416	轄		P75	hat꜇				hɐt2	hat8
1417	瞎		P75	hat꜇				hɐt2	hat8
1418	劾		P75	hat꜇				hɐt2	hat8
1419	覈		P75	hat꜇				hɐt2	hat8
1420	核		P75	hat꜇				hɐt2	hat8
1421	吼		P75	꜀hau				hɐu55	hau1
1422	㖃		P76	꜀hau				hɐu55	hau1
1423	侯		P76	꜁hau				hɐu21	hau4
1424	喉		P76	꜁hau				hɐu21	hau4
1425	猴		P76	꜁hau				hɐu21	hau4
1426	篌		P76	꜁hau				hɐu21	hau4
1427	餱		P76	꜁hau				hɐu21	hau4
1428	瘊		P76	꜁hau				hɐu21	hau4
1429	𬫺|鍭		P716	꜁hau				hɐu21	hau4
1430	口		P76	꜂hau				hɐu35	hau2
1431	○		P716	hau꜄			A colloquial name for a weaver's reed or slaie	hɐu33	hau3
1432	後		P76	hau꜅				hɐu22	hau6
1433	后		P76	hau꜅				hɐu22	hau6
1434	逅		P76	hau꜅				hɐu22	hau6
1435	鱟		P76	hau꜅				hɐu22	hau6
1436	厚		P76	hau꜅				hɐu22	hau6
1437	候		P77	hau꜅				hɐu22	hau6
1438	堠		P716	hau꜅				hɐu22	hau6
1439	敲		P77	꜀háu				hau55	haau1
1440	拷		P77	꜀háu				hau55	haau1
1441	磽		P77	꜀háu				hau55	haau1
1442	哮		P77	꜀háu				hau55	haau1
1443	虓		P77	꜀háu				hau55	haau1
1444	尻		P77	꜀háu				hau55	haau1
1445	考		P77	꜂háu				hau35	haau2
1446	攷		P77	꜂háu				hau35	haau2
1447	栲		P77	꜂háu				hau35	haau2
1448	巧		P77	꜂háu				hau35	haau2
1449	孝		P77	háu꜄				hau33	haau3
1450	效|傚		P78	háu꜅				hau22	haau6
1451	効		P78	háu꜅				hau22	haau6
1452	恔		P78	háu꜅				hau22	haau6
1453	校		P78	háu꜅				hau22	haau6
1454	○		P78	꜀hé			A colloquial exclamation, expressing disapproval; [꜀hé]! [꜁’m ꜂hò t‘au꜄] don't touch it!	hɛ55	he1
1455	香		P78	꜀héung				hœŋ55	hoeng1
1456	鄕|郷|鄉		P78	꜀héung				hœŋ55	hoeng1
1457	享		P78	꜂héung				hœŋ35	hoeng2
1458	饗		P78	꜂héung				hœŋ35	hoeng2
1459	響		P78	꜂héung				hœŋ35	hoeng2
1460	响		P78	꜂héung				hœŋ35	hoeng2
1461	蠁		P79	꜂héung				hœŋ35	hoeng2
1462	餉		P79	꜂héung				hœŋ35	hoeng2
1463	晌		P79，716	꜂héung				hœŋ35	hoeng2
1464	珦		P79	꜂héung				hœŋ35	hoeng2
1465	嚮		P79	꜂héung				hœŋ35	hoeng2
1466	向		P79	héung꜄				hœŋ33	hoeng3
1467	曏		P79	héung꜄				hœŋ33	hoeng3
1468	欺		P79	꜀hí				hi55	hi1
1469	希		P79	꜀hí				hi55	hi1
1470	睎		P79	꜀hí				hi55	hi1
1471	稀		P79	꜀hí				hi55	hi1
1472	晞		P79	꜀hí				hi55	hi1
1473	俙		P79	꜀hí				hi55	hi1
1474	絺		P79	꜀hí				hi55	hi1
1475	熹		P79	꜀hí				hi55	hi1
1476	禧		P79	꜀hí				hi55	hi1
1477	嬉		P80	꜀hí				hi55	hi1
1478	嘻		P80	꜀hí				hi55	hi1
1479	譆		P80	꜀hí				hi55	hi1
1480	欷		P80	꜀hí				hi55	hi1
1481	豨		P80	꜀hí				hi55	hi1
1482	醯		P80	꜀hí				hi55	hi1
1483	僛		P80	꜀hí				hi55	hi1
1484	熙|煕|熈		P80	꜀hí				hi55	hi1
1485	羲		P80	꜀hí				hi55	hi1
1486	犠		P80	꜀hí				hi55	hi1
1487	嚱		P80	꜀hí				hi55	hi1
1488	僖		P80	꜀hí				hi55	hi1
1489	蹊		P716	꜀hí			Same as 徯 [꜁hai], but read [꜀hí] in the phrase [꜀hiú ꜀hí], ominous	hi55	hi1
1490	喜		P80	꜂hí				hi35	hi2
1491	豈		P80	꜂hí				hi35	hi2
1492	起		P80	꜂hí				hi35	hi2
1493	氣|气		P81	hí꜄				hi33	hi3
1494	愾		P81	hí꜄				hi33	hi3
1495	餼		P81	hí꜄				hi33	hi3
1496	戯|戱|戲		P81	hí꜄				hi33	hi3
1497	器|噐		P81	hí꜄				hi33	hi3
1498	棄		P81	hí꜄				hi33	hi3
1499	憩		P82	hí꜄				hi33	hi3
1500	咥		P82	hí꜄				hi33	hi3
1501	謙		P82	꜀hím				him55	him1
1502	嗛		P82	꜀hím				him55	him1
1503	嗛		P82	híp꜆				hip5(3)	hip7°
1504	險		P82	꜂hím				him35	him2
1505	玁		P82	꜂hím				him35	him2
1506	欠		P82	hím꜄				him33	him3
1507	牽		P82	꜀hín				hin55	hin1
1508	愆		P82	꜀hín				hin55	hin1
1509	騫		P82	꜀hín				hin55	hin1
1510	搴		P82	꜀hín				hin55	hin1
1511	褰		P82	꜀hín				hin55	hin1
1512	軒		P82	꜀hín				hin55	hin1
1513	掀		P82	꜀hín				hin55	hin1
1514	𦜓		P82	꜀hín				hin55	hin1
1515	顯		P83	꜂hín				hin35	hin2
1516	遣		P83	꜂hín				hin35	hin2
1517	譴		P83	꜂hín				hin35	hin2
1518	繾		P83	꜂hín				hin35	hin2
1519	蜆		P83	꜂hín				hin35	hin2
1520	憲		P83	hín꜄				hin33	hin3
1521	獻		P83	hín꜄				hin33	hin3
1522	讞		P83	hín꜄				hin33	hin3
1523	幰		P716	hín꜄				hin33	hin3
1524	興		P83	꜀hing				hɪŋ55	hing1
1525	兄		P84	꜀hing				hɪŋ55	hing1
1526	卿		P84	꜀hing				hɪŋ55	hing1
1527	馨		P84	꜀hing				hɪŋ55	hing1
1528	輕		P84	꜀hing				hɪŋ55	hing1
1529	輕		P84	꜀heng	Usually pronunced/read			hɛŋ55	heng1
1530	罄		P84	hing꜄				hɪŋ33	hing3
1531	罄		P84	heng꜄	Usually pronunced/read			hɛŋ33	heng3
1532	磬		P84	hing꜄				hɪŋ33	hing3
1533	磬		P84	heng꜄	Usually pronunced/read			hɛŋ33	heng3
1534	謦		P84	hing꜄				hɪŋ33	hing3
1535	謦		P84	heng꜄	Usually pronunced/read			hɛŋ33	heng3
1536	慶		P84	hing꜄				hɪŋ33	hing3
1537	興		P84	hing꜄				hɪŋ33	hing3
1538	㷫		P84	hing꜄				hɪŋ33	hing3
1539	脅		P84，716	híp꜆				hip5(3)	hip7°
1540	脅		P84，716	híp꜇	More frequency heard than original			hip2	hip8
1541	協|叶	原字模作「拹」，據勘誤表改作「協」	P85，716	híp꜆				hip5(3)	hip7°
1542	協|叶		P85，716	híp꜇	More frequency heard than original			hip2	hip8
1543	愜		P85，716	híp꜆				hip5(3)	hip7°
1544	愜		P85，716	híp꜇	More frequency heard than original			hip2	hip8
1545	慊		P85，716	híp꜆				hip5(3)	hip7°
1546	慊		P85，716	híp꜇	More frequency heard than original			hip2	hip8
1547	慊		P85，716	꜀hím				him55	him1
1548	怯		P85，716	híp꜆				hip5(3)	hip7°
1549	怯		P85，716	híp꜇	More frequency heard than original			hip2	hip8
1550	歉		P85，716	híp꜆				hip5(3)	hip7°
1551	歉		P85，716	híp꜇	More frequency heard than original			hip2	hip8
1552	勰		P85，716	híp꜆				hip5(3)	hip7°
1553	勰		P85，716	híp꜇	More frequency heard than original			hip2	hip8
1554	勰		P85，716	꜀sz’				sɿ55	sz1
1555	挾		P85，716	híp꜆				hip5(3)	hip7°
1556	挾		P85，716	híp꜇	More frequency heard than original			hip2	hip8
1557	拹	勘誤表字頭「拹」在更正「協」字字模之餘也有提供「拹」字的解釋	P716	híp꜆			To fold, to pull, to draw, to drag	hip5(3)	hip7°
1558	拹		P716	híp꜇	More frequency heard than original			hip2	hip8
1559	劦		P716	híp꜆				hip5(3)	hip7°
1560	劦		P716	híp꜇	More frequency heard than original			hip2	hip8
1561	歇		P85	hít꜆				hit5(3)	hit7°
1562	蝎		P85	hít꜆				hit5(3)	hit7°
1563	囂		P85	꜀hiú				hiu55	hiu1
1564	枵		P85	꜀hiú				hiu55	hiu1
1565	鴞		P85	꜀hiú				hiu55	hiu1
1566	梟		P85	꜀hiú				hiu55	hiu1
1567	徼		P85	꜀hiú				hiu55	hiu1
1568	嘵		P86	꜀hiú				hiu55	hiu1
1569	驍		P86	꜀hiú				hiu55	hiu1
1570	蹺		P717	꜀hiú				hiu55	hiu1
1571	曉		P86	꜂hiú				hiu35	hiu2
1572	竅		P86	hiú꜄				hiu33	hiu3
1573	竅		P86	kiú꜄	Correctly read/pronunced			kiu33	giu3
1574	○		P86	hiú꜄			A colloquial word, to perk or cock up, as a dog's tail, a bow lying on its back, or the stern of a junk.	hiu33	hiu3
1575	苛		P86	꜀ho				hɔ55	ho1
1576	呵		P86	꜀ho				hɔ55	ho1
1577	訶		P86	꜀ho				hɔ55	ho1
1578	河		P86	꜁ho				hɔ21	ho4
1579	何		P86	꜁ho				hɔ21	ho4
1580	荷		P87	꜁ho				hɔ21	ho4
1581	可		P87	꜂ho				hɔ35	ho2
1582	坷		P87	꜂ho				hɔ35	ho2
